timestamp,ip_address,port,data_received,is_suspicious
2026-04-21 23:23:24,127.0.0.1,49256,GET / HTTP/1.0 Host: edportal.local,False
2026-04-21 23:23:26,127.0.0.1,49257,GET / HTTP/1.0 Host: edportal.local,False
2026-04-21 23:23:26,127.0.0.1,49258,GET / HTTP/1.0 Host: edportal.local,True
2026-04-21 23:23:26,127.0.0.1,49259,GET / HTTP/1.0 Host: edportal.local,True
2026-04-21 23:23:27,127.0.0.1,49260,GET / HTTP/1.0 Host: edportal.local,True
2026-04-21 23:23:27,127.0.0.1,49261,GET / HTTP/1.0 Host: edportal.local,True
2026-04-21 23:23:28,127.0.0.1,49262,GET / HTTP/1.0 Host: edportal.local,True
2026-04-21 23:23:28,127.0.0.1,49263,GET / HTTP/1.0 Host: edportal.local,True
2026-04-21 23:23:28,127.0.0.1,49266,GET / HTTP/1.0 Host: edportal.local,True
2026-04-21 23:23:28,127.0.0.1,49269,GET / HTTP/1.0 Host: edportal.local,True
2026-04-21 23:23:28,127.0.0.1,49268,GET / HTTP/1.0 Host: edportal.local,True
2026-04-21 23:23:28,127.0.0.1,49264,GET / HTTP/1.0 Host: edportal.local,True
2026-04-21 23:23:28,127.0.0.1,49265,GET / HTTP/1.0 Host: edportal.local,True
2026-04-22 11:16:36,127.0.0.1,63132,GET / HTTP/1.0 Host: edportal.local,False
2026-04-22 11:16:38,127.0.0.1,63133,GET / HTTP/1.0 Host: edportal.local,False
2026-04-22 11:19:24,127.0.0.1,56129,GET / HTTP/1.0 Host: edportal.local,False
2026-04-22 11:19:26,127.0.0.1,56130,GET / HTTP/1.0 Host: edportal.local,False
2026-04-22 11:30:33,127.0.0.1,58588,GET / HTTP/1.0 Host: edportal.local,False
2026-04-22 11:30:35,127.0.0.1,58589,GET / HTTP/1.0 Host: edportal.local,False
2026-04-22 11:35:10,127.0.0.1,56799,GET / HTTP/1.0 Host: edportal.local,False
2026-04-22 11:35:12,127.0.0.1,51033,GET / HTTP/1.0 Host: edportal.local,False
2026-04-22 11:40:31,127.0.0.1,51215,TEST,False
2026-04-22 11:42:15,127.0.0.1,62414,GET / HTTP/1.0 Host: edportal.local,False
2026-04-22 11:42:17,127.0.0.1,62415,GET / HTTP/1.0 Host: edportal.local,False
2026-04-22 11:46:25,127.0.0.1,80,LOGIN ATTEMPT | email=student@edunova.ac.in | password=sdfg,False
2026-04-22 11:49:26,127.0.0.1,80,LOGIN ATTEMPT | email=student@edunova.ac.in | password=sdfg,False
2026-04-22 11:49:39,127.0.0.1,80,LOGIN ATTEMPT | email=student@edunova.ac.in | password=1234,False
2026-04-22 11:50:39,127.0.0.1,80,LOGIN ATTEMPT | email=student@edunova.ac.in | password=1234,False
2026-04-22 11:56:59,127.0.0.1,80,LOGIN ATTEMPT | email=student@edunova.ac.in | password=1234,False
2026-04-22 11:57:44,127.0.0.1,80,LOGIN ATTEMPT | email=student@edunova.ac.in | password=sdfg,False
2026-04-22 12:03:14,127.0.0.1,56609,GET / HTTP/1.0 Host: edportal.local,False
2026-04-22 12:03:16,127.0.0.1,56610,GET / HTTP/1.0 Host: edportal.local,False
2026-04-22 12:03:17,127.0.0.1,56611,GET / HTTP/1.0 Host: edportal.local,True
2026-04-22 12:03:17,127.0.0.1,56612,GET / HTTP/1.0 Host: edportal.local,True
2026-04-22 12:03:17,127.0.0.1,56613,GET / HTTP/1.0 Host: edportal.local,True
2026-04-22 12:03:18,127.0.0.1,56614,GET / HTTP/1.0 Host: edportal.local,True
2026-04-22 12:03:19,127.0.0.1,56615,GET / HTTP/1.0 Host: edportal.local,True
2026-04-22 12:03:19,127.0.0.1,56618,GET / HTTP/1.0 Host: edportal.local,True
2026-04-22 12:03:19,127.0.0.1,56621,GET / HTTP/1.0 Host: edportal.local,True
2026-04-22 12:03:19,127.0.0.1,56616,GET / HTTP/1.0 Host: edportal.local,True
2026-04-22 12:03:19,127.0.0.1,56619,GET / HTTP/1.0 Host: edportal.local,True
2026-04-22 12:03:19,127.0.0.1,56622,GET / HTTP/1.0 Host: edportal.local,True
2026-04-22 12:03:19,127.0.0.1,56620,GET / HTTP/1.0 Host: edportal.local,True
2026-04-22 12:03:20,127.0.0.1,56623,' OR 1=1; DROP TABLE students; --,True
2026-04-22 12:03:21,127.0.0.1,56624,POST /admin/login HTTP/1.0 Data: user=admin&pass=1234,True
2026-04-22 12:03:21,127.0.0.1,56625,HEAD / HTTP/1.0 User-Agent: masscan/1.0,True
2026-04-22 12:03:22,127.0.0.1,56626,SSH-2.0-OpenSSH_7.4,True
2026-04-22 12:04:00,127.0.0.1,80,LOGIN | email=student@edunova.ac.in | password=1234,True
2026-04-22 12:04:15,127.0.0.1,80,LOGIN | email=studssent@edunova.ac.in | password=1234,True
2026-04-22 12:04:27,127.0.0.1,80,LOGIN | email=studessnt@edunova.ac.in | password=sdfg,False
2026-04-22 12:04:39,127.0.0.1,80,LOGIN | email=sxxtudent@edunova.ac.in | password=xxxxx,True
2026-04-22 12:06:21,127.0.0.1,80,LOGIN | email=studzent@edunova.ac.in | password=1234,False
2026-04-23 12:57:57,127.0.0.1,55014,GET / HTTP/1.0 Host: edportal.local,False
2026-04-23 12:57:59,127.0.0.1,55015,GET / HTTP/1.0 Host: edportal.local,False
2026-04-23 12:58:00,127.0.0.1,55016,GET / HTTP/1.0 Host: edportal.local,True
2026-04-23 12:58:00,127.0.0.1,55017,GET / HTTP/1.0 Host: edportal.local,True
2026-04-23 12:58:00,127.0.0.1,55018,GET / HTTP/1.0 Host: edportal.local,True
2026-04-23 12:58:01,127.0.0.1,55019,GET / HTTP/1.0 Host: edportal.local,True
2026-04-23 12:58:02,127.0.0.1,55020,GET / HTTP/1.0 Host: edportal.local,True
2026-04-23 12:58:02,127.0.0.1,55022,GET / HTTP/1.0 Host: edportal.local,True
2026-04-23 12:58:02,127.0.0.1,55021,GET / HTTP/1.0 Host: edportal.local,True
2026-04-23 12:58:02,127.0.0.1,55024,GET / HTTP/1.0 Host: edportal.local,True
2026-04-23 12:58:02,127.0.0.1,55026,GET / HTTP/1.0 Host: edportal.local,True
2026-04-23 12:58:02,127.0.0.1,55027,GET / HTTP/1.0 Host: edportal.local,True
2026-04-23 12:58:02,127.0.0.1,55025,GET / HTTP/1.0 Host: edportal.local,True
2026-04-23 12:58:03,127.0.0.1,55028,' OR 1=1; DROP TABLE students; --,True
2026-04-23 12:58:04,127.0.0.1,55029,POST /admin/login HTTP/1.0 Data: user=admin&pass=1234,True
2026-04-23 12:58:04,127.0.0.1,55030,HEAD / HTTP/1.0 User-Agent: masscan/1.0,True
2026-04-23 12:58:05,127.0.0.1,55031,SSH-2.0-OpenSSH_7.4,True
2026-04-23 12:59:58,127.0.0.1,80,"HACKER TRAP HIT | url=/admin | method=GET | agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Sa",True
2026-04-23 13:00:45,127.0.0.1,80,"HACKER TRAP HIT | url=/.env | method=GET | agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Sa",True
2026-04-23 13:03:42,127.0.0.1,80,LOGIN | email=fee@in | password=1234,False
2026-04-23 13:54:47,127.0.0.1,61849,GET / HTTP/1.0 Host: edportal.local,False
2026-04-23 13:54:49,127.0.0.1,61850,GET / HTTP/1.0 Host: edportal.local,False
2026-04-23 13:54:49,127.0.0.1,61851,GET / HTTP/1.0 Host: edportal.local,True
2026-04-23 13:54:50,127.0.0.1,61852,GET / HTTP/1.0 Host: edportal.local,True
2026-04-23 13:54:50,127.0.0.1,61853,GET / HTTP/1.0 Host: edportal.local,True
2026-04-23 13:54:50,127.0.0.1,61854,GET / HTTP/1.0 Host: edportal.local,True
2026-04-23 13:54:52,127.0.0.1,61855,GET / HTTP/1.0 Host: edportal.local,True
2026-04-23 13:54:52,127.0.0.1,61860,GET / HTTP/1.0 Host: edportal.local,True
2026-04-23 13:54:52,127.0.0.1,61861,GET / HTTP/1.0 Host: edportal.local,True
2026-04-23 13:54:52,127.0.0.1,61858,GET / HTTP/1.0 Host: edportal.local,True
2026-04-23 13:54:52,127.0.0.1,61856,GET / HTTP/1.0 Host: edportal.local,True
2026-04-23 13:54:52,127.0.0.1,61857,GET / HTTP/1.0 Host: edportal.local,True
2026-04-23 13:54:52,127.0.0.1,61859,GET / HTTP/1.0 Host: edportal.local,True
2026-04-23 20:02:53,127.0.0.1,58048,GET / HTTP/1.0 Host: edportal.local,False
2026-04-23 20:02:55,127.0.0.1,58049,GET / HTTP/1.0 Host: edportal.local,False
2026-04-23 20:05:08,127.0.0.1,80,LOGIN | email=exap.in | password=1234,False
2026-04-23 20:06:35,127.0.0.1,52390,GET / HTTP/1.0 Host: edportal.local,False
2026-04-23 20:06:37,127.0.0.1,52392,GET / HTTP/1.0 Host: edportal.local,False
2026-04-23 20:08:12,127.0.0.1,80,LOGIN | email=ghjkl;.in | password=sdfg,False
2026-04-24 08:48:11,127.0.0.1,65150,GET / HTTP/1.0 Host: edportal.local,False
2026-04-24 08:48:13,127.0.0.1,65151,GET / HTTP/1.0 Host: edportal.local,False
2026-04-25 16:15:48,127.0.0.1,49334,GET / HTTP/1.0 Host: edportal.local,False
2026-04-25 16:15:50,127.0.0.1,49335,GET / HTTP/1.0 Host: edportal.local,False
2026-04-25 16:25:37,127.0.0.1,80,LOGIN | email=123@.in | password=1234,False
2026-04-25 16:26:59,127.0.0.1,80,LOGIN | email=dfghj.in | password=1234,False
2026-04-25 23:28:39,2409:40f3:101c:91ca:4d9e:8d18:db90:2970,80,LOGIN | email=dfghj.in | password=1234,False
